2.806386833950917127e-03,-6.729009690324417627e-03,3.202694551398281922e-03,-7.240723412782416012e-03,-5.692266853965866416e-03,3.722613581954420034e-03,3.058426568747699918e-03,9.550316106811974079e-04,-7.900305243565328541e-04,1.796218227601082979e-03,-2.119021187924069113e-03,8.963067229904581176e-04
1.910017403855967383e-02,-4.318021112717222026e-02,2.044583129890231027e-02,-6.048877260328127115e+00,-4.758581172076452148e+00,3.111558211724015255e+00,1.027319406315770345e-01,-2.310306971473843063e-01,1.093407625333544103e-01,-3.035492503378346640e+01,-2.387988145313244814e+01,1.561466080169504522e+01
4.024326146590923720e-02,-9.073396520224091821e-02,4.295202110739993612e-02,-1.212098076371365174e+01,-9.535437373666878713e+00,6.235065731052809035e+00,1.075327344185420808e-01,-2.418693385114091265e-01,1.144722316832097186e-01,-3.036403315799605451e+01,-2.388704673074700224e+01,1.561934605623295980e+01
6.191899519528961532e-02,-1.394891750417024956e-01,6.602698390971885323e-02,-1.819413096959159049e+01,-1.431311700662890729e+01,9.359111678289478320e+00,1.090137117602384131e-01,-2.452070212954653716e-01,1.160521782310100225e-01,-3.036706119112685798e+01,-2.388942885739707478e+01,1.562090368868105195e+01
8.380007361183983150e-02,-1.887070277458241241e-01,8.932094009339393292e-02,-2.426770892910062116e+01,-1.909113314958069552e+01,1.248337766373081337e+01,1.097256067764367099e-01,-2.468104368545424587e-01,1.168111387364149933e-01,-3.036857359543554225e+01,-2.389061865254721440e+01,1.562168167564363230e+01
1.057901176643359920e-01,-2.381702671127187976e-01,1.127310458932467979e-01,-3.034152107964480649e+01,-2.386933352856498303e+01,1.560776411800250330e+01,1.101425494926610849e-01,-2.477492290134869490e-01,1.172554937207393178e-01,-3.036948049907115177e+01,-2.389133210570970434e+01,1.562214819061411042e+01
1.278476907336235924e-01,-2.877855407612803784e-01,1.362131128782818335e-01,-3.641548128827589181e+01,-2.864765038355512772e+01,1.873222673396636040e+01,1.104159631294287652e-01,-2.483647309785316504e-01,1.175468218466893255e-01,-3.037008487251067734e+01,-2.389180756103736769e+01,1.562245908281744811e+01
1.499512023089744350e-01,-3.375042232869196468e-01,1.597441248499344157e-01,-4.248954363782235788e+01,-3.342604759191647901e+01,2.185674189164142689e+01,1.106089148146681272e-01,-2.487990424006427392e-01,1.177523867967642801e-01,-3.037051645045361781e+01,-2.389214707966408113e+01,1.562268108830766522e+01
1.720879802830742877e-01,-3.872977810215425531e-01,1.833105760292531861e-01,-4.856368072981796757e+01,-3.820450359951553310e+01,2.498129549714386854e+01,1.107522961319580140e-01,-2.491217464674413684e-01,1.179051253024188534e-01,-3.037084007028262178e+01,-2.389240166858575876e+01,1.562284755969855432e+01
1.942499560760348187e-01,-4.371480487251191982e-01,2.069038684194488276e-01,-5.463787489816601806e+01,-4.298300450858810251e+01,2.810587846296051850e+01,1.108629992183495644e-01,-2.493708849307791908e-01,1.180230438366713652e-01,-3.037109173626307168e+01,-2.389259965204131930e+01,1.562297701773172776e+01
2.164316761437483083e-01,-4.870427498940383404e-01,2.305181913473839106e-01,-6.071211408298987067e+01,-4.776154083173414477e+01,3.123048458544081640e+01,1.109510326368831207e-01,-2.495689940686671437e-01,1.181168094506928889e-01,-3.037129304307494593e+01,-2.389275801837632329e+01,1.562308057079940760e+01
2.386292825990282696e-01,-5.369732007636001114e-01,2.541494346751348443e-01,-6.678638968366618656e+01,-5.254010580291787136e+01,3.435510944038834680e+01,1.110227018789634729e-01,-2.497302703055566120e-01,1.181931416384842531e-01,-3.037145773157479667e+01,-2.389288757740259683e+01,1.562316528725492937e+01
2.608399462981378925e-01,-5.869330336174681806e-01,2.777945844992210644e-01,-7.286069535037809430e+01,-5.731869442679333559e+01,3.747974976143085257e+01,1.110821758786949692e-01,-2.498640988704416699e-01,1.182564826072053793e-01,-3.037159496233592293e+01,-2.389299553566334922e+01,1.562323587933511426e+01
2.830615320407171565e-01,-6.369174429092118173e-01,3.014513663184320014e-01,-7.893502626323859772e+01,-6.209730291159707605e+01,4.060440306919833375e+01,1.111323180308473879e-01,-2.499769254310957034e-01,1.183098831926387151e-01,-3.037171107207216636e+01,-2.389308687819625732e+01,1.562329560667185113e+01
3.052923877820626353e-01,-6.869227106694721918e-01,3.251180203973839111e-01,-8.500937867481636090e+01,-6.687592830925727583e+01,4.372906743599644841e+01,1.111751618337321751e-01,-2.500733272243699790e-01,1.183555098605450911e-01,-3.037181058814414669e+01,-2.389316516663663847e+01,1.562334679815826455e+01
3.275312096816034302e-01,-7.369459026877654972e-01,3.487931579631097789e-01,-9.108374961487459132e+01,-7.165456828311418747e+01,4.685374133392295448e+01,1.112121906275739674e-01,-2.501566429495032939e-01,1.183949428530784859e-01,-3.037189683050489108e+01,-2.389323301276277078e+01,1.562339116159201247e+01
3.497769506138448947e-01,-7.869846625544083540e-01,3.724756637213976207e-01,-9.715813668905649081e+01,-7.643322094954798729e+01,4.997842353131068194e+01,1.112445116385901572e-01,-2.502293646355712164e-01,1.184293616694310769e-01,-3.037197228884299349e+01,-2.389329237519112326e+01,1.562342997767929376e+01
3.720287570226807339e-01,-8.370370695171512887e-01,3.961646285781566523e-01,-1.032325379391299691e+02,-8.121188476803432366e+01,5.310311302083682250e+01,1.112729679958204682e-01,-2.502933898344421038e-01,1.184596644342962996e-01,-3.037203886683557386e+01,-2.389334475152803705e+01,1.562346422567956594e+01
3.942859236773366138e-01,-8.871015366398020685e-01,4.198593014365369358e-01,-1.093069517423940056e+02,-8.599055846200826636e+01,5.622780896777716464e+01,1.112982138148455591e-01,-2.503501906533426857e-01,1.184865479042732789e-01,-3.037209804673792846e+01,-2.389339130785094767e+01,1.562349466807114950e+01
4.165478623181017581e-01,-9.371767402300759109e-01,4.435590557943721590e-01,-1.153813767415541633e+02,-9.076924096369792494e+01,5.935251067393375024e+01,1.113207620077741877e-01,-2.504009213791255073e-01,1.185105584081748153e-01,-3.037215099493056414e+01,-2.389343296174133968e+01,1.562352190484505599e+01
4.388140757744232179e-01,-9.872615615844861914e-01,4.672633621714055163e-01,-1.214558117868348575e+02,-9.554793136858471314e+01,6.247721754785716541e+01,1.113410227950133585e-01,-2.504465051720849988e-01,1.185321328806405866e-01,-3.037219864690968762e+01,-2.389347044914602236e+01,1.562354641722445336e+01
4.610841407647753298e-01,-1.037355048277611269e+00,4.909717697872252318e-01,-1.275302558971756497e+02,-1.003266289048767987e+02,6.560192908488581054e+01,1.113593270206258146e-01,-2.504876865454471746e-01,1.185516237012997076e-01,-3.037224175926580827e+01,-2.389350436526823174e+01,1.562356859440266987e+01
4.833576939632355796e-01,-1.087456382803560384e+00,5.146838917190552642e-01,-1.336047082287745695e+02,-1.051053329087624348e+02,6.872664485096437659e+01,1.113759447179069328e-01,-2.505250731541204812e-01,1.185693184738943334e-01,-3.037228095105860248e+01,-2.389353519711688634e+01,1.562358875482660103e+01
5.056344209913505860e-01,-1.137564857801499407e+00,5.383993931758429552e-01,-1.396791680501879398e+02,-1.098840428048211493e+02,7.185136446983518965e+01,1.113910985385345442e-01,-2.505591660206021865e-01,1.185854543325083055e-01,-3.037231673388127362e+01,-2.389356334715795782e+01,1.562360716166193697e+01
5.279140481051770584e-01,-1.187679857347729850e+00,5.621179826437238125e-01,-1.457536347234328957e+02,-1.146627580911572721e+02,7.497608761331714788e+01,1.114049736525864198e-01,-2.505903818168629393e-01,1.186002284877765572e-01,-3.037234953410426286e+01,-2.389358915081340484e+01,1.562362403423542290e+01
5.501963355158925317e-01,-1.237800841924190820e+00,5.858394047715572706e-01,-1.518281076887837742e+02,-1.194414783274394125e+02,7.810081399348501918e+01,1.114177252304827254e-01,-2.506190697034893500e-01,1.186138061969800594e-01,-3.037237970972861234e+01,-2.389361288971957364e+01,1.562363955670429760e+01
5.724810720033515210e-01,-1.287927336296883940e+00,6.095634346337519549e-01,-1.579025864524840586e+02,-1.242202031252335672e+02,8.122554335634836775e+01,1.114294842897764898e-01,-2.506455244884504552e-01,1.186263269921804808e-01,-3.037240756358269067e+01,-2.389363480210894508e+01,1.562365388484475304e+01
5.947680704044583377e-01,-1.338058919363119159e+00,6.332898729249444303e-01,-1.639770705764367449e+02,-1.289989321398925881e+02,8.435027547654826208e+01,1.114403624436707402e-01,-2.506699973139052684e-01,1.186379097383512687e-01,-3.037243335406054356e+01,-2.389365509125789089e+01,1.562366715157576991e+01
6.170571642536141210e-01,-1.388195216591614267e+00,6.570185423818938331e-01,-1.700515596704959478e+02,-1.337776650644919982e+02,8.747501015339197750e+01,1.114504551815360539e-01,-2.506927030388405031e-01,1.186486561276100526e-01,-3.037245730257852117e+01,-2.389367393135276174e+01,1.562367947079484942e+01
6.393482053136765320e-01,-1.438335894466730158e+00,6.807492851539456158e-01,-1.761260533867730373e+02,-1.385564016253507305e+02,9.059974720792415326e+01,1.114598439180363720e-01,-2.507138248501114552e-01,1.186586528616249692e-01,-3.037247959827776356e+01,-2.389369147118926762e+01,1.562369093979699031e+01
6.616410598302634449e-01,-1.488480652059047671e+00,7.044819588133542920e-01,-1.822005514111074547e+02,-1.433351415753215292e+02,9.372448647853927639e+01,1.114686000768183860e-01,-2.507335234534779356e-01,1.186679760018081037e-01,-3.037250040721222533e+01,-2.389370784140063009e+01,1.562370164400104855e+01
6.839356075356362030e-01,-1.538629218784606900e+00,7.282164352947642083e-01,-1.882750534606931012e+02,-1.481138846919230900e+02,9.684922781976068507e+01,1.114767854144017023e-01,-2.507519378014559375e-01,1.186766913137653201e-01,-3.037251987319757518e+01,-2.389372315512540723e+01,1.562371165738640677e+01
7.062317398507729216e-01,-1.588781350359022237e+00,7.519525989802857691e-01,-1.943495592799573615e+02,-1.528926307740987340e+02,9.997397110012072119e+01,1.114844539465292966e-01,-2.507691894287887302e-01,1.186848563193060591e-01,-3.037253812215857707e+01,-2.389373751142752056e+01,1.562372104472929557e+01
7.285293581225548154e-01,-1.638936824830909078e+00,7.756903448221247332e-01,-2.004240686364885278e+02,-1.576713796390121161e+02,1.030987162000658941e+02,1.114916532502967378e-01,-2.507853853824280055e-01,1.186925216831982016e-01,-3.037255526513225234e+01,-2.389375099765885579e+01,1.562372986314763068e+01
7.508283728647767719e-01,-1.689095440874150089e+00,7.994295775343196464e-01,-2.064985813192691353e+02,-1.624501311206576020e+02,1.062234630110478690e+02,1.114984249826986989e-01,-2.508006193883423052e-01,1.186997317654164830e-01,-3.037257139946557771e+01,-2.389376369040144255e+01,1.562373816271710503e+01
7.731287022840452883e-01,-1.739257014470909857e+00,8.231702100228158736e-01,-2.125730971352754182e+02,-1.672288850671850184e+02,1.093482114337744235e+02,1.115048061770964327e-01,-2.508149747690296971e-01,1.187065260020079699e-01,-3.037258661177698471e+01,-2.389377565779725643e+01,1.562374598799460124e+01
7.954302716464940470e-01,-1.789421377486771991e+00,8.469121627110861583e-01,-2.186476159079995227e+02,-1.720076413397372050e+02,1.124729613774491668e+02,1.115108296155485068e-01,-2.508285252812436639e-01,1.187129393015829149e-01,-3.037260097882475307e+01,-2.389378696023138104e+01,1.562375337846490631e+01
8.177330123726882505e-01,-1.839588375634185091e+00,8.706553625762353255e-01,-2.247221374753528949e+02,-1.767863998108003898e+02,1.155977127586930351e+02,1.115165245580576475e-01,-2.508413367569971020e-01,1.187190028220030807e-01,-3.037261456918000846e+01,-2.389379765164813563e+01,1.562376036940129787e+01
8.400368614427546898e-01,-1.889757867134017832e+00,8.943997425155205683e-01,-2.307966616882796131e+02,-1.815651603631136481e+02,1.187224655008310776e+02,1.115219171330901482e-01,-2.508534679822612135e-01,1.187247443862672891e-01,-3.037262744413176208e+01,-2.389380778026306018e+01,1.562376699233109889e+01
8.623417610845599546e-01,-1.939929722013979285e+00,9.181452410142975085e-01,-2.368711884100274006e+02,-1.863439228890950687e+02,1.218472195335173183e+02,1.115270304947133945e-01,-2.508649710505185260e-01,1.187301886498461218e-01,-3.037263965805361110e+01,-2.389381738885139583e+01,1.562377327522431791e+01
8.846476576648191203e-01,-1.990103819613518121e+00,9.418918009650973922e-01,-2.429457175135775060e+02,-1.911226872888200887e+02,1.249719747914127765e+02,1.115318856894100957e-01,-2.508758933132967384e-01,1.187353580238693640e-01,-3.037265126039624263e+01,-2.389382651631558474e+01,1.562377924351860159e+01
9.069545007740243969e-01,-2.040280046524844515e+00,9.656393686931179499e-01,-2.490202488795229669e+02,-1.959014534683522868e+02,1.280967312130939888e+02,1.115365023516675658e-01,-2.508862789453968345e-01,1.187402734159478668e-01,-3.037266229728760081e+01,-2.389383519894408181e+01,1.562378492094235582e+01
9.292622444989377950e-01,-2.090458299456331215e+00,9.893878953114715324e-01,-2.550947823989926633e+02,-2.006802213420436658e+02,1.312214887425572272e+02,1.115408975862355739e-01,-2.508961664295835114e-01,1.187449530396723490e-01,-3.037267280897982147e+01,-2.389384346840289197e+01,1.562379032820144786e+01
9.515708466694788870e-01,-2.140638483537975922e+00,1.013137335919166659e+00,-2.611693179719029558e+02,-2.054589908311592410e+02,1.343462473283189809e+02,1.115450865181063372e-01,-2.509055897941459001e-01,1.187494130003495518e-01,-3.037268283111629330e+01,-2.389385135273236926e+01,1.562379548363099069e+01
9.738802671427307933e-01,-2.190820508460213478e+00,1.036887647773616195e+00,-2.672438555029870599e+02,-2.102377618607535226e+02,1.374710069213737142e+02,1.115490836302070604e-01,-2.509145816230424764e-01,1.187536687197048857e-01,-3.037269239780331276e+01,-2.389385887876364478e+01,1.562380040477540355e+01
9.961904686765634676e-01,-2.241004290439734703e+00,1.060638791221057531e+00,-2.733183949038077003e+02,-2.150165343612536901e+02,1.405957674762288434e+02,1.115529019713966258e-01,-2.509231712736503805e-01,1.187577340923405000e-01,-3.037270153979720888e+01,-2.389386607069246438e+01,1.562380510745587792e+01
1.018501417153744093e+00,-2.291189752723796325e+00,1.084390729935244435e+00,-2.793929360932706345e+02,-2.197953082688634652e+02,1.437205289511691717e+02,1.115565528969266057e-01,-2.509313842927107796e-01,1.187616212093012547e-01,-3.037271028391188921e+01,-2.389387294961309038e+01,1.562380960546559372e+01
1.040813080008369251e+00,-2.341376822049606510e+00,1.108143429241684519e+00,-2.854674789939714969e+02,-2.245740835226895911e+02,1.468452913063775327e+02,1.115600473045055274e-01,-2.509392451977193184e-01,1.187653416745044904e-01,-3.037271865586508568e+01,-2.389387953575745271e+01,1.562381391203386727e+01
1.063125426683012575e+00,-2.391565429672977583e+00,1.131896856604500456e+00,-2.915420235332510970e+02,-2.293528600655716616e+02,1.499700545044777584e+02,1.115633952252658156e-01,-2.509467765564921127e-01,1.187689061690982151e-01,-3.037272667934022152e+01,-2.389388584775709390e+01,1.562381803934354885e+01
1.085438429133589011e+00,-2.441755512504335091e+00,1.155650982164099005e+00,-2.976165696443620163e+02,-2.341316378450000286e+02,1.530948185111346902e+02,1.115666054416731834e-01,-2.509539981273820608e-01,1.187723240445259093e-01,-3.037273437510723184e+01,-2.389389190195154811e+01,1.562382199807878180e+01
1.107752060607573252e+00,-2.491947010359675474e+00,1.179405777436062674e+00,-3.036911172636281435e+02,-2.389104168108813155e+02,1.562195832935930753e+02,1.115696863147391804e-01,-2.509609287206195916e-01,1.187756042034954079e-01,-3.037274176293393424e+01,-2.389389771389198103e+01,1.562382579840821428e+01
1.130066295817446109e+00,-2.542139866350857869e+00,1.203161215495872627e+00,-3.097656663308434304e+02,-2.436891969158518521e+02,1.593443488208826579e+02,1.115726456378987735e-01,-2.509675858694990769e-01,1.187787549443514584e-01,-3.037274886125077344e+01,-2.389390329807746838e+01,1.562382944981254518e+01
1.152381111360103905e+00,-2.592334027829292786e+00,1.226917271425554290e+00,-3.158402167902455062e+02,-2.484679781160438949e+02,1.624691150643190269e+02,1.115754903349080313e-01,-2.509739851506064823e-01,1.187817836393404991e-01,-3.037275568645307189e+01,-2.389390866740608033e+01,1.562383296072560057e+01
1.174696484977897581e+00,-2.642529444723308085e+00,1.250673921526760823e+00,-3.219147685887917305e+02,-2.532467603697293157e+02,1.655938819966168580e+02,1.115782269328190607e-01,-2.509801412480486271e-01,1.187846972383073407e-01,-3.037276225399754637e+01,-2.389391383403747326e+01,1.562383633909837677e+01
1.197012395364484449e+00,-2.692726069101358810e+00,1.274431143114044040e+00,-3.279893216757006371e+02,-2.580255436369586164e+02,1.687186495916538718e+02,1.115808616453217578e-01,-2.509860681409569194e-01,1.187875023574388733e-01,-3.037276857859848889e+01,-2.389391880954726233e+01,1.562383959249997289e+01
1.219328823255882988e+00,-2.742923857626770268e+00,1.298188915676667943e+00,-3.340638760050105134e+02,-2.628043278815742951e+02,1.718434178257872702e+02,1.115833997709893971e-01,-2.509917777495485613e-01,1.187902046384516491e-01,-3.037277467282535071e+01,-2.389392360382371905e+01,1.562384272739616264e+01
1.241645749494220796e+00,-2.793122767201458245e+00,1.321947218816814207e+00,-3.401384315310308466e+02,-2.675831130676318139e+02,1.749681866755135786e+02,1.115858467028806034e-01,-2.509972822066827702e-01,1.187928098237067964e-01,-3.037278054946026629e+01,-2.389392822692244778e+01,1.562384575036213263e+01
1.263963156341943339e+00,-2.843322757922678967e+00,1.345706033648987221e+00,-3.462129882114327870e+02,-2.723618991618315590e+02,1.780929561190586981e+02,1.115882072695284916e-01,-2.510025923751333932e-01,1.187953230544440408e-01,-3.037278621995706018e+01,-2.389393268785406832e+01,1.562384866728977784e+01
